item_id,order_id,item_name,quantity,unit_price,item_total
ITEM_0013134,ORD_022585,Burger,1,23.21,23.21
ITEM_0013135,ORD_000552,Burger,3,52.72,158.16
ITEM_0013136,ORD_016404,Burger,2,25.64,51.28
ITEM_0013137,ORD_021085,Salad,2,57.78,115.56
ITEM_0013138,ORD_023739,Burger,1,49.23,49.23
ITEM_0013139,ORD_012289,Burger,3,49.8,149.39999999999998
ITEM_0013140,ORD_021882,Biryani,2,63.02,126.04
ITEM_0013141,ORD_007270,Burger,2,43.16,86.32
ITEM_0013142,ORD_002215,Pizza,1,63.08,63.08
ITEM_0013143,ORD_001745,Salad,3,37.97,113.91
ITEM_0013144,ORD_003406,Wrap,2,20.42,40.84
ITEM_0013145,ORD_014422,Biryani,2,48.03,96.06
ITEM_0013146,ORD_023847,Salad,1,54.57,54.57
ITEM_0013147,ORD_004722,Burger,3,63.38,190.14000000000001
ITEM_0013148,ORD_023229,Burger,3,11.84,35.519999999999996
ITEM_0013149,ORD_000005,Pizza,1,74.9,74.9
ITEM_0013150,ORD_024072,Burger,2,51.25,102.5
ITEM_0013151,ORD_002960,Burger,3,28.1,84.30000000000001
ITEM_0013152,ORD_003805,Biryani,2,70.77,141.54
ITEM_0013153,ORD_024939,Wrap,3,44.25,132.75
ITEM_0013154,ORD_020310,Burger,1,73.94,73.94
ITEM_0013155,ORD_000507,Salad,2,49.88,99.76
ITEM_0013156,ORD_023235,Wrap,1,19.84,19.84
ITEM_0013157,ORD_000206,Salad,3,60.51,181.53
ITEM_0013158,ORD_003128,Biryani,1,42.22,42.22
ITEM_0013159,ORD_000270,Pizza,2,37.28,74.56
ITEM_0013160,ORD_014365,Wrap,3,10.51,31.53
ITEM_0013161,ORD_001716,Burger,2,11.82,23.64
ITEM_0013162,ORD_002993,Pasta,2,62.87,125.74
ITEM_0013163,ORD_004283,Wrap,1,49.22,49.22
ITEM_0013164,ORD_014814,Biryani,2,73.86,147.72
ITEM_0013165,ORD_014077,Burger,2,70.63,141.26
ITEM_0013166,ORD_010678,Burger,1,50.99,50.99
ITEM_0013167,ORD_012897,Pizza,1,48.11,48.11
ITEM_0013168,ORD_018080,Biryani,1,48.69,48.69
ITEM_0013169,ORD_013270,Burger,2,43.52,87.04
ITEM_0013170,ORD_016044,Wrap,3,74.48,223.44
ITEM_0013171,ORD_013684,Biryani,2,77.45,154.9
ITEM_0013172,ORD_001825,Salad,3,35.76,107.28
ITEM_0013173,ORD_005786,Wrap,2,33.74,67.48
ITEM_0013174,ORD_000286,Biryani,2,50.88,101.76
ITEM_0013175,ORD_001578,Pizza,3,72.6,217.79999999999998
ITEM_0013176,ORD_015476,Pasta,2,63.75,127.5
ITEM_0013177,ORD_022861,Burger,3,71.65,214.95000000000002
ITEM_0013178,ORD_022633,Biryani,2,21.18,42.36
ITEM_0013179,ORD_016134,Biryani,1,53.01,53.01
ITEM_0013180,ORD_012273,Wrap,3,54.23,162.69
ITEM_0013181,ORD_009537,Pasta,3,41.79,125.37
ITEM_0013182,ORD_001372,Salad,2,51.77,103.54
ITEM_0013183,ORD_015029,Pasta,3,21.37,64.11
ITEM_0013184,ORD_017527,Pasta,2,10.4,20.8
ITEM_0013185,ORD_022579,Salad,3,55.54,166.62
ITEM_0013186,ORD_022995,Pizza,3,16.24,48.72
ITEM_0013187,ORD_023624,Pizza,2,13.54,27.08
ITEM_0013188,ORD_022944,Salad,3,68.26,204.78000000000003
ITEM_0013189,ORD_017543,Wrap,2,42.31,84.62
ITEM_0013190,ORD_008519,Pasta,3,26.93,80.78999999999999
ITEM_0013191,ORD_007608,Salad,2,49.36,98.72
ITEM_0013192,ORD_009408,Salad,2,59.64,119.28
ITEM_0013193,ORD_015726,Biryani,3,74.94,224.82
ITEM_0013194,ORD_020451,Pizza,1,26.61,26.61
ITEM_0013195,ORD_016521,Pasta,3,66.64,199.92000000000002
ITEM_0013196,ORD_015315,Burger,3,26.23,78.69
ITEM_0013197,ORD_002729,Burger,3,27.98,83.94
ITEM_0013198,ORD_011840,Burger,3,32.97,98.91
ITEM_0013199,ORD_007930,Wrap,2,50.3,100.6
ITEM_0013200,ORD_021658,Salad,1,25.16,25.16
ITEM_0013201,ORD_002650,Biryani,1,63.36,63.36
ITEM_0013202,ORD_020848,Wrap,2,36.84,73.68
ITEM_0013203,ORD_019181,Salad,3,35.99,107.97
ITEM_0013204,ORD_008423,Biryani,2,65.29,130.58
ITEM_0013205,ORD_005157,Pizza,3,78.9,236.70000000000002
ITEM_0013206,ORD_003097,Burger,2,13.17,26.34
ITEM_0013207,ORD_013436,Wrap,3,20.11,60.33
ITEM_0013208,ORD_006395,Biryani,1,63.62,63.62
ITEM_0013209,ORD_018386,Pasta,1,14.3,14.3
ITEM_0013210,ORD_009836,Burger,3,31.06,93.17999999999999
ITEM_0013211,ORD_001369,Biryani,3,65.27,195.81
ITEM_0013212,ORD_008226,Biryani,3,79.55,238.64999999999998
ITEM_0013213,ORD_023093,Biryani,1,36.28,36.28
ITEM_0013214,ORD_011668,Burger,3,39.79,119.37
ITEM_0013215,ORD_007699,Burger,1,60.06,60.06
ITEM_0013216,ORD_010228,Salad,3,40.56,121.68
ITEM_0013217,ORD_018499,Burger,3,17.67,53.010000000000005
ITEM_0013218,ORD_004873,Burger,2,75.2,150.4
ITEM_0013219,ORD_015747,Pizza,3,50.24,150.72
ITEM_0013220,ORD_013159,Burger,3,17.6,52.800000000000004
ITEM_0013221,ORD_002779,Burger,1,12.05,12.05
ITEM_0013222,ORD_013212,Wrap,3,41.21,123.63
ITEM_0013223,ORD_003391,Biryani,2,12.36,24.72
ITEM_0013224,ORD_002177,Burger,3,75.01,225.03000000000003
ITEM_0013225,ORD_002488,Burger,1,50.5,50.5
ITEM_0013226,ORD_001817,Biryani,3,56.79,170.37
ITEM_0013227,ORD_002486,Pasta,1,72.87,72.87
ITEM_0013228,ORD_001821,Biryani,1,18.96,18.96
ITEM_0013229,ORD_014816,Pasta,2,19.48,38.96
ITEM_0013230,ORD_003761,Wrap,1,34.57,34.57
ITEM_0013231,ORD_001616,Burger,3,38.07,114.21000000000001
ITEM_0013232,ORD_021021,Pizza,1,70.31,70.31
ITEM_0013233,ORD_022295,Pizza,3,11.72,35.160000000000004
ITEM_0013234,ORD_012964,Salad,3,58.95,176.85000000000002
ITEM_0013235,ORD_004512,Salad,1,45.28,45.28
ITEM_0013236,ORD_017651,Salad,2,46.54,93.08
ITEM_0013237,ORD_021091,Biryani,1,41.54,41.54
ITEM_0013238,ORD_013937,Pizza,3,69.47,208.41
ITEM_0013239,ORD_022263,Burger,1,47.23,47.23
ITEM_0013240,ORD_019594,Pasta,3,69.09,207.27
ITEM_0013241,ORD_018174,Pasta,2,66.57,133.14
ITEM_0013242,ORD_011865,Biryani,1,60.75,60.75
ITEM_0013243,ORD_000394,Pasta,3,18.77,56.31
ITEM_0013244,ORD_008896,Salad,2,38.69,77.38
ITEM_0013245,ORD_015472,Burger,2,12.19,24.38
ITEM_0013246,ORD_019581,Burger,2,78.81,157.62
ITEM_0013247,ORD_018079,Pizza,3,46.84,140.52
ITEM_0013248,ORD_012867,Pizza,1,57.44,57.44
ITEM_0013249,ORD_010530,Wrap,3,16.67,50.010000000000005
ITEM_0013250,ORD_019411,Biryani,2,45.38,90.76
ITEM_0013251,ORD_011971,Burger,3,35.58,106.74
ITEM_0013252,ORD_019421,Pasta,3,25.07,75.21000000000001
ITEM_0013253,ORD_008891,Biryani,2,67.97,135.94
ITEM_0013254,ORD_008540,Wrap,1,61.62,61.62
ITEM_0013255,ORD_019169,Wrap,1,49.23,49.23
ITEM_0013256,ORD_019105,Biryani,2,15.65,31.3
ITEM_0013257,ORD_023012,Pizza,3,20.81,62.42999999999999
ITEM_0013258,ORD_013487,Pasta,2,79.81,159.62
ITEM_0013259,ORD_006870,Pasta,2,35.67,71.34
ITEM_0013260,ORD_006277,Biryani,2,77.17,154.34
ITEM_0013261,ORD_003170,Wrap,3,65.68,197.04000000000002
ITEM_0013262,ORD_020816,Burger,1,54.44,54.44
ITEM_0013263,ORD_011979,Burger,3,21.56,64.67999999999999
ITEM_0013264,ORD_014315,Biryani,1,73.3,73.3
ITEM_0013265,ORD_019499,Biryani,2,18.62,37.24
ITEM_0013266,ORD_006966,Burger,1,45.35,45.35
ITEM_0013267,ORD_002627,Pizza,2,48.97,97.94
ITEM_0013268,ORD_018595,Salad,2,50.63,101.26
ITEM_0013269,ORD_015386,Pizza,1,58.46,58.46
ITEM_0013270,ORD_000529,Pasta,3,25.64,76.92
ITEM_0013271,ORD_010831,Biryani,3,16.96,50.88
ITEM_0013272,ORD_011165,Burger,2,62.16,124.32
ITEM_0013273,ORD_016915,Pizza,3,22.9,68.69999999999999
ITEM_0013274,ORD_016226,Burger,1,16.89,16.89
ITEM_0013275,ORD_012241,Pasta,3,33.68,101.03999999999999
ITEM_0013276,ORD_010557,Biryani,3,43.18,129.54
ITEM_0013277,ORD_009533,Pizza,3,47.53,142.59
ITEM_0013278,ORD_015999,Burger,1,27.56,27.56
ITEM_0013279,ORD_024233,Pasta,3,75.81,227.43
ITEM_0013280,ORD_007392,Pasta,1,52.47,52.47
ITEM_0013281,ORD_009990,Wrap,2,23.9,47.8
ITEM_0013282,ORD_007626,Pizza,3,58.84,176.52
ITEM_0013283,ORD_007776,Salad,1,21.66,21.66
ITEM_0013284,ORD_022076,Biryani,3,58.79,176.37
ITEM_0013285,ORD_011552,Pizza,3,46.03,138.09
ITEM_0013286,ORD_014567,Wrap,2,44.02,88.04
ITEM_0013287,ORD_003822,Salad,1,31.42,31.42
ITEM_0013288,ORD_010212,Salad,2,65.85,131.7
ITEM_0013289,ORD_013102,Pasta,3,10.18,30.54
ITEM_0013290,ORD_004777,Burger,2,56.76,113.52
ITEM_0013291,ORD_007681,Biryani,1,73.55,73.55
ITEM_0013292,ORD_002943,Biryani,1,29.65,29.65
ITEM_0013293,ORD_015124,Biryani,1,42.54,42.54
ITEM_0013294,ORD_003830,Pizza,3,47.83,143.49
ITEM_0013295,ORD_018715,Biryani,1,74.91,74.91
ITEM_0013296,ORD_001343,Wrap,3,61.14,183.42000000000002
ITEM_0013297,ORD_013092,Pasta,1,43.97,43.97
ITEM_0013298,ORD_010133,Pasta,3,46.47,139.41
ITEM_0013299,ORD_003043,Wrap,1,57.89,57.89
ITEM_0013300,ORD_001532,Biryani,3,60.11,180.32999999999998
ITEM_0013301,ORD_015531,Pasta,2,70.47,140.94
ITEM_0013302,ORD_020486,Salad,3,31.93,95.78999999999999
ITEM_0013303,ORD_020698,Wrap,2,40.18,80.36
ITEM_0013304,ORD_014153,Pasta,3,66.14,198.42000000000002
ITEM_0013305,ORD_010838,Salad,1,57.67,57.67
ITEM_0013306,ORD_016409,Salad,1,43.4,43.4
ITEM_0013307,ORD_010952,Wrap,1,12.78,12.78
ITEM_0013308,ORD_001678,Pizza,3,12.75,38.25
ITEM_0013309,ORD_023875,Pizza,1,66.48,66.48
ITEM_0013310,ORD_013719,Burger,1,65.34,65.34
ITEM_0013311,ORD_012507,Pizza,1,71.89,71.89
ITEM_0013312,ORD_007645,Biryani,3,10.62,31.86
ITEM_0013313,ORD_022589,Pasta,2,21.65,43.3
ITEM_0013314,ORD_022351,Biryani,3,45.93,137.79
ITEM_0013315,ORD_020317,Biryani,1,41.01,41.01
ITEM_0013316,ORD_008539,Pasta,1,72.62,72.62
ITEM_0013317,ORD_008964,Biryani,2,21.2,42.4
ITEM_0013318,ORD_024269,Burger,1,11.09,11.09
ITEM_0013319,ORD_005917,Wrap,1,66.94,66.94
ITEM_0013320,ORD_005647,Pasta,1,69.42,69.42
ITEM_0013321,ORD_020125,Pizza,1,30.48,30.48
ITEM_0013322,ORD_012866,Wrap,3,40.8,122.39999999999999
ITEM_0013323,ORD_003552,Pasta,3,15.93,47.79
ITEM_0013324,ORD_024661,Biryani,1,67.11,67.11
ITEM_0013325,ORD_019371,Wrap,1,60.01,60.01
ITEM_0013326,ORD_007080,Burger,2,58.3,116.6
ITEM_0013327,ORD_019626,Pasta,3,47.83,143.49
ITEM_0013328,ORD_020435,Pizza,3,18.48,55.44
ITEM_0013329,ORD_006138,Burger,1,44.77,44.77
ITEM_0013330,ORD_019403,Salad,3,40.12,120.35999999999999
ITEM_0013331,ORD_011264,Pasta,3,77.67,233.01
ITEM_0013332,ORD_016447,Salad,2,42.65,85.3
ITEM_0013333,ORD_017441,Pasta,3,26.57,79.71000000000001
ITEM_0013334,ORD_009098,Biryani,3,28.93,86.78999999999999
ITEM_0013335,ORD_000239,Pasta,3,45.44,136.32
ITEM_0013336,ORD_010377,Biryani,2,46.35,92.7
ITEM_0013337,ORD_002594,Burger,3,72.45,217.35000000000002
ITEM_0013338,ORD_006025,Salad,3,34.66,103.97999999999999
ITEM_0013339,ORD_012869,Burger,1,73.27,73.27
ITEM_0013340,ORD_016839,Burger,3,58.27,174.81
ITEM_0013341,ORD_008836,Pasta,3,25.01,75.03
ITEM_0013342,ORD_016326,Wrap,3,13.18,39.54
ITEM_0013343,ORD_000573,Biryani,3,38.07,114.21000000000001
ITEM_0013344,ORD_019304,Wrap,2,43.34,86.68
ITEM_0013345,ORD_020193,Burger,2,60.65,121.3
ITEM_0013346,ORD_020254,Pasta,1,13.32,13.32
ITEM_0013347,ORD_003708,Biryani,2,24.44,48.88
ITEM_0013348,ORD_006702,Biryani,1,19.67,19.67
ITEM_0013349,ORD_001490,Salad,3,10.57,31.71
ITEM_0013350,ORD_010904,Pizza,3,70.86,212.57999999999998
ITEM_0013351,ORD_010626,Burger,1,45.18,45.18
ITEM_0013352,ORD_010621,Pasta,1,50.89,50.89
ITEM_0013353,ORD_023526,Pizza,2,30.57,61.14
ITEM_0013354,ORD_006168,Pasta,1,68.63,68.63
ITEM_0013355,ORD_006900,Pasta,2,60.46,120.92
ITEM_0013356,ORD_007032,Salad,3,17.15,51.449999999999996
ITEM_0013357,ORD_011432,Pasta,1,61.19,61.19
ITEM_0013358,ORD_021623,Pizza,3,71.71,215.13
ITEM_0013359,ORD_013537,Burger,2,28.97,57.94
ITEM_0013360,ORD_010667,Salad,3,58.44,175.32
ITEM_0013361,ORD_004926,Pasta,2,79.61,159.22
ITEM_0013362,ORD_016288,Pasta,3,68.95,206.85000000000002
ITEM_0013363,ORD_019138,Pasta,1,68.98,68.98
ITEM_0013364,ORD_009835,Burger,1,51.94,51.94
ITEM_0013365,ORD_003804,Wrap,2,46.81,93.62
ITEM_0013366,ORD_004296,Burger,3,40.47,121.41
ITEM_0013367,ORD_021186,Pasta,1,47.85,47.85
ITEM_0013368,ORD_021635,Biryani,2,20.55,41.1
ITEM_0013369,ORD_006331,Wrap,2,62.98,125.96
ITEM_0013370,ORD_004702,Salad,1,69.55,69.55
ITEM_0013371,ORD_013852,Wrap,1,74.71,74.71
ITEM_0013372,ORD_010452,Biryani,3,62.64,187.92000000000002
ITEM_0013373,ORD_004587,Pasta,1,74.78,74.78
ITEM_0013374,ORD_016525,Pasta,1,62.82,62.82
ITEM_0013375,ORD_017820,Salad,1,17.83,17.83
ITEM_0013376,ORD_020484,Biryani,1,53.26,53.26
ITEM_0013377,ORD_000304,Wrap,1,43.77,43.77
ITEM_0013378,ORD_023364,Salad,3,65.7,197.10000000000002
ITEM_0013379,ORD_023724,Burger,2,65.46,130.92
ITEM_0013380,ORD_003622,Biryani,2,31.92,63.84
ITEM_0013381,ORD_004938,Pasta,1,49.43,49.43
ITEM_0013382,ORD_002180,Salad,3,29.74,89.22
ITEM_0013383,ORD_013020,Biryani,2,76.73,153.46
ITEM_0013384,ORD_001184,Burger,3,53.2,159.60000000000002
ITEM_0013385,ORD_019971,Wrap,3,23.74,71.22
ITEM_0013386,ORD_001450,Wrap,3,33.7,101.10000000000001
ITEM_0013387,ORD_009674,Pizza,3,15.16,45.480000000000004
ITEM_0013388,ORD_015392,Salad,3,29.96,89.88
ITEM_0013389,ORD_013635,Salad,1,18.17,18.17
ITEM_0013390,ORD_000541,Salad,1,65.11,65.11
ITEM_0013391,ORD_015544,Wrap,3,68.14,204.42000000000002
ITEM_0013392,ORD_021501,Pizza,2,74.05,148.1
ITEM_0013393,ORD_008787,Biryani,3,38.88,116.64000000000001
ITEM_0013394,ORD_024301,Pizza,1,32.51,32.51
ITEM_0013395,ORD_019343,Salad,3,23.39,70.17
ITEM_0013396,ORD_018119,Salad,3,74.94,224.82
ITEM_0013397,ORD_009079,Burger,3,27.22,81.66
ITEM_0013398,ORD_005238,Burger,2,79.69,159.38
ITEM_0013399,ORD_014124,Burger,3,60.04,180.12
ITEM_0013400,ORD_023547,Wrap,2,45.76,91.52
ITEM_0013401,ORD_011513,Biryani,3,25.65,76.94999999999999
ITEM_0013402,ORD_000452,Burger,2,69.88,139.76
ITEM_0013403,ORD_017793,Pasta,3,70.32,210.95999999999998
ITEM_0013404,ORD_011000,Pasta,1,39.74,39.74
ITEM_0013405,ORD_008744,Pasta,3,65.22,195.66
ITEM_0013406,ORD_010913,Burger,2,56.67,113.34
ITEM_0013407,ORD_010100,Wrap,1,26.32,26.32
ITEM_0013408,ORD_021525,Biryani,1,42.73,42.73
ITEM_0013409,ORD_010771,Burger,1,37.15,37.15
ITEM_0013410,ORD_018900,Wrap,3,69.48,208.44
ITEM_0013411,ORD_019264,Salad,2,37.41,74.82
ITEM_0013412,ORD_018008,Salad,2,27.75,55.5
ITEM_0013413,ORD_001170,Wrap,2,55.03,110.06
ITEM_0013414,ORD_014339,Salad,2,51.9,103.8
ITEM_0013415,ORD_002563,Pizza,1,30.89,30.89
ITEM_0013416,ORD_013648,Burger,1,36.11,36.11
ITEM_0013417,ORD_009459,Wrap,3,71.68,215.04000000000002
ITEM_0013418,ORD_003746,Biryani,1,67.73,67.73
ITEM_0013419,ORD_002570,Salad,3,46.93,140.79
ITEM_0013420,ORD_024318,Burger,1,72.14,72.14
ITEM_0013421,ORD_019530,Wrap,2,11.86,23.72
ITEM_0013422,ORD_005750,Biryani,3,18.38,55.14
ITEM_0013423,ORD_013377,Pizza,2,21.12,42.24
ITEM_0013424,ORD_006170,Pizza,3,46.23,138.69
ITEM_0013425,ORD_018169,Salad,3,39.54,118.62
ITEM_0013426,ORD_006902,Burger,1,53.3,53.3
ITEM_0013427,ORD_004980,Biryani,1,74.38,74.38
ITEM_0013428,ORD_014485,Biryani,1,74.48,74.48
ITEM_0013429,ORD_009980,Salad,3,62.43,187.29
ITEM_0013430,ORD_008428,Salad,2,63.57,127.14
ITEM_0013431,ORD_006946,Salad,2,14.34,28.68
ITEM_0013432,ORD_000559,Pizza,3,30.19,90.57000000000001
ITEM_0013433,ORD_009648,Salad,2,40.8,81.6
ITEM_0013434,ORD_008037,Pizza,3,10.81,32.43
ITEM_0013435,ORD_009811,Wrap,3,79.79,239.37
ITEM_0013436,ORD_022862,Pasta,2,10.83,21.66
ITEM_0013437,ORD_004754,Pasta,1,61.8,61.8
ITEM_0013438,ORD_006237,Burger,1,19.21,19.21
ITEM_0013439,ORD_003934,Salad,3,10.66,31.98
ITEM_0013440,ORD_002665,Pasta,2,21.85,43.7
ITEM_0013441,ORD_004961,Salad,3,60.05,180.14999999999998
ITEM_0013442,ORD_001735,Pasta,2,77.14,154.28
ITEM_0013443,ORD_019031,Wrap,3,34.75,104.25
ITEM_0013444,ORD_016097,Salad,2,13.12,26.24
ITEM_0013445,ORD_001010,Salad,2,45.93,91.86
ITEM_0013446,ORD_012634,Pizza,2,35.61,71.22
ITEM_0013447,ORD_006730,Burger,2,33.14,66.28
ITEM_0013448,ORD_004466,Wrap,3,57.58,172.74
ITEM_0013449,ORD_014494,Pizza,3,66.87,200.61
ITEM_0013450,ORD_016863,Pizza,3,67.27,201.81
ITEM_0013451,ORD_003113,Pizza,1,13.27,13.27
ITEM_0013452,ORD_011798,Burger,2,61.68,123.36
ITEM_0013453,ORD_005655,Pizza,3,54.91,164.73
ITEM_0013454,ORD_021837,Pasta,1,57.95,57.95
ITEM_0013455,ORD_021396,Wrap,1,46.55,46.55
ITEM_0013456,ORD_023921,Wrap,1,28.04,28.04
ITEM_0013457,ORD_016822,Wrap,3,11.44,34.32
ITEM_0013458,ORD_016764,Pizza,3,15.81,47.43
ITEM_0013459,ORD_021255,Salad,2,76.94,153.88
ITEM_0013460,ORD_019969,Pasta,2,47.29,94.58
ITEM_0013461,ORD_017156,Pasta,2,72.84,145.68
ITEM_0013462,ORD_018284,Pizza,2,67.18,134.36
ITEM_0013463,ORD_001694,Salad,3,14.32,42.96
ITEM_0013464,ORD_022755,Wrap,3,50.37,151.10999999999999
ITEM_0013465,ORD_014367,Burger,2,45.27,90.54
ITEM_0013466,ORD_020050,Salad,2,36.2,72.4
ITEM_0013467,ORD_013918,Burger,3,17.86,53.58
ITEM_0013468,ORD_012856,Wrap,3,29.11,87.33
ITEM_0013469,ORD_019547,Pasta,1,18.06,18.06
ITEM_0013470,ORD_014871,Biryani,1,15.62,15.62
ITEM_0013471,ORD_017685,Wrap,3,15.46,46.38
ITEM_0013472,ORD_002763,Salad,3,34.47,103.41
ITEM_0013473,ORD_006142,Pasta,2,49.61,99.22
ITEM_0013474,ORD_017380,Wrap,2,79.71,159.42
ITEM_0013475,ORD_007733,Pasta,2,70.16,140.32
ITEM_0013476,ORD_001153,Wrap,1,32.27,32.27
ITEM_0013477,ORD_003564,Pasta,3,56.67,170.01
ITEM_0013478,ORD_007862,Pizza,1,63.39,63.39
ITEM_0013479,ORD_013633,Wrap,3,75.66,226.98
ITEM_0013480,ORD_018487,Biryani,2,21.93,43.86
ITEM_0013481,ORD_015951,Salad,3,76.04,228.12
ITEM_0013482,ORD_002030,Pasta,2,29.5,59.0
ITEM_0013483,ORD_024702,Pizza,2,56.68,113.36
ITEM_0013484,ORD_007467,Burger,2,21.82,43.64
ITEM_0013485,ORD_020998,Burger,2,46.13,92.26
ITEM_0013486,ORD_013137,Pasta,2,57.98,115.96
ITEM_0013487,ORD_005076,Wrap,2,67.85,135.7
ITEM_0013488,ORD_019454,Salad,1,75.53,75.53
ITEM_0013489,ORD_017528,Biryani,2,12.78,25.56
ITEM_0013490,ORD_002697,Burger,1,62.34,62.34
ITEM_0013491,ORD_009952,Burger,3,75.59,226.77
ITEM_0013492,ORD_002266,Pasta,1,30.6,30.6
ITEM_0013493,ORD_024730,Pizza,1,25.82,25.82
ITEM_0013494,ORD_002616,Wrap,2,19.2,38.4
ITEM_0013495,ORD_018946,Pasta,2,60.75,121.5
ITEM_0013496,ORD_011111,Biryani,2,55.32,110.64
ITEM_0013497,ORD_011245,Burger,3,41.13,123.39000000000001
ITEM_0013498,ORD_003805,Wrap,2,42.69,85.38
ITEM_0013499,ORD_011134,Wrap,1,15.54,15.54
ITEM_0013500,ORD_016525,Pizza,2,26.17,52.34
ITEM_0013501,ORD_006369,Pizza,3,24.05,72.15
ITEM_0013502,ORD_004805,Salad,3,13.36,40.08
ITEM_0013503,ORD_017675,Salad,3,36.84,110.52000000000001
ITEM_0013504,ORD_023371,Salad,1,13.44,13.44
ITEM_0013505,ORD_016622,Salad,2,71.81,143.62
ITEM_0013506,ORD_004018,Pizza,1,26.25,26.25
ITEM_0013507,ORD_002021,Pizza,3,72.24,216.71999999999997
ITEM_0013508,ORD_013701,Wrap,3,67.14,201.42000000000002
ITEM_0013509,ORD_000903,Salad,2,17.34,34.68
ITEM_0013510,ORD_010840,Biryani,1,11.44,11.44
ITEM_0013511,ORD_018269,Salad,1,75.91,75.91
ITEM_0013512,ORD_017682,Biryani,1,75.36,75.36
ITEM_0013513,ORD_014492,Burger,3,38.46,115.38
ITEM_0013514,ORD_008422,Burger,1,64.19,64.19
ITEM_0013515,ORD_002157,Wrap,2,61.52,123.04
ITEM_0013516,ORD_010403,Biryani,1,17.34,17.34
ITEM_0013517,ORD_014234,Pizza,3,11.21,33.63
ITEM_0013518,ORD_010296,Pasta,1,58.54,58.54
ITEM_0013519,ORD_013283,Pasta,3,54.26,162.78
ITEM_0013520,ORD_000384,Pizza,2,10.3,20.6
ITEM_0013521,ORD_002309,Pasta,2,24.87,49.74
ITEM_0013522,ORD_011793,Salad,2,29.89,59.78
ITEM_0013523,ORD_023488,Pasta,3,78.16,234.48
ITEM_0013524,ORD_005682,Pizza,3,40.95,122.85000000000001
ITEM_0013525,ORD_017378,Wrap,1,13.37,13.37
ITEM_0013526,ORD_018054,Salad,1,22.09,22.09
ITEM_0013527,ORD_007973,Salad,3,68.67,206.01
ITEM_0013528,ORD_001609,Pasta,3,43.33,129.99
ITEM_0013529,ORD_024705,Pasta,2,16.16,32.32
ITEM_0013530,ORD_015381,Burger,3,63.48,190.44
ITEM_0013531,ORD_010367,Biryani,3,68.12,204.36
ITEM_0013532,ORD_001301,Burger,3,56.85,170.55
ITEM_0013533,ORD_002438,Pizza,2,40.64,81.28
ITEM_0013534,ORD_005640,Pasta,1,69.68,69.68
ITEM_0013535,ORD_019250,Salad,2,41.98,83.96
ITEM_0013536,ORD_023065,Pasta,3,56.71,170.13
ITEM_0013537,ORD_011891,Pizza,1,39.63,39.63
ITEM_0013538,ORD_019277,Pasta,3,70.83,212.49
ITEM_0013539,ORD_008074,Pizza,2,60.68,121.36
ITEM_0013540,ORD_021997,Wrap,2,70.51,141.02
ITEM_0013541,ORD_008283,Wrap,1,68.87,68.87
ITEM_0013542,ORD_016594,Biryani,2,56.98,113.96
ITEM_0013543,ORD_020733,Biryani,3,52.63,157.89000000000001
ITEM_0013544,ORD_021936,Pasta,3,56.66,169.98
ITEM_0013545,ORD_006325,Wrap,3,71.58,214.74
ITEM_0013546,ORD_020213,Pizza,3,65.28,195.84
ITEM_0013547,ORD_008742,Burger,2,36.15,72.3
ITEM_0013548,ORD_003940,Burger,2,54.18,108.36
ITEM_0013549,ORD_006759,Burger,3,41.66,124.97999999999999
ITEM_0013550,ORD_023170,Biryani,2,37.17,74.34
ITEM_0013551,ORD_004084,Pasta,3,35.92,107.76
ITEM_0013552,ORD_012240,Wrap,1,31.11,31.11
ITEM_0013553,ORD_013761,Pizza,1,68.19,68.19
ITEM_0013554,ORD_009293,Burger,3,26.44,79.32000000000001
ITEM_0013555,ORD_001322,Biryani,2,62.35,124.7
ITEM_0013556,ORD_024874,Pizza,2,22.07,44.14
ITEM_0013557,ORD_017143,Burger,3,64.69,194.07
ITEM_0013558,ORD_015347,Biryani,1,73.71,73.71
ITEM_0013559,ORD_008399,Biryani,3,77.25,231.75
ITEM_0013560,ORD_008096,Salad,3,65.13,195.39
ITEM_0013561,ORD_016784,Burger,1,53.75,53.75
ITEM_0013562,ORD_020630,Pasta,3,15.89,47.67
ITEM_0013563,ORD_018673,Pizza,3,21.33,63.989999999999995
ITEM_0013564,ORD_004445,Biryani,2,16.47,32.94
ITEM_0013565,ORD_018063,Wrap,2,45.49,90.98
ITEM_0013566,ORD_016090,Burger,2,49.05,98.1
ITEM_0013567,ORD_001996,Pasta,2,10.24,20.48
ITEM_0013568,ORD_003743,Biryani,3,16.26,48.78
ITEM_0013569,ORD_020085,Biryani,3,36.01,108.03
ITEM_0013570,ORD_005900,Biryani,2,25.87,51.74
ITEM_0013571,ORD_009772,Burger,3,72.48,217.44
ITEM_0013572,ORD_017648,Pizza,3,13.65,40.95
ITEM_0013573,ORD_024130,Wrap,2,29.74,59.48
ITEM_0013574,ORD_018430,Pizza,2,29.23,58.46
ITEM_0013575,ORD_011822,Pizza,1,30.28,30.28
ITEM_0013576,ORD_002258,Burger,3,19.88,59.64
ITEM_0013577,ORD_000498,Burger,2,13.32,26.64
ITEM_0013578,ORD_024120,Biryani,1,75.12,75.12
ITEM_0013579,ORD_016326,Biryani,2,29.42,58.84
ITEM_0013580,ORD_004361,Pizza,2,12.52,25.04
ITEM_0013581,ORD_009661,Biryani,2,34.93,69.86
