customer_id,customer_name,city,area,signup_date,signup_source,customer_tier
CUST_02078,Customer 2078,Dubai,Marina,2025-07-13 13:48:14.377382,Social Media,Regular
CUST_02079,Customer 2079,Ajman,Al Majaz,2024-10-01 19:58:31.377382,Social Media,VIP
CUST_02080,Customer 2080,Sharjah,Business Bay,2024-09-12 01:39:24.377382,Paid Ads,New
CUST_02081,Customer 2081,Dubai,Al Reem,2025-03-17 07:04:05.377382,Paid Ads,New
CUST_02082,Customer 2082,Dubai,Business Bay,2024-09-08 06:20:38.377382,Referral,VIP
CUST_02083,Customer 2083,Dubai,Al Majaz,2025-07-28 04:32:57.377382,Paid Ads,Loyal
CUST_02084,Customer 2084,Sharjah,Al Reem,2025-03-03 14:27:42.377382,Paid Ads,VIP
CUST_02085,Customer 2085,Abu Dhabi,Al Majaz,2025-12-21 00:53:34.377382,Referral,New
CUST_02086,Customer 2086,Dubai,JLT,2025-04-22 02:29:32.377382,Social Media,Regular
CUST_02087,Customer 2087,Dubai,Downtown,2025-11-15 14:07:07.377382,Referral,Regular
CUST_02088,Customer 2088,Abu Dhabi,Deira,2025-02-27 11:32:56.377382,Organic,VIP
CUST_02089,Customer 2089,Sharjah,Deira,2024-08-21 20:36:09.377382,Paid Ads,Regular
CUST_02090,Customer 2090,Dubai,Marina,2024-10-15 14:10:13.377382,Paid Ads,New
CUST_02091,Customer 2091,Sharjah,Downtown,2025-12-19 13:22:36.377382,Organic,Regular
CUST_02092,Customer 2092,Ajman,Downtown,2025-01-18 18:54:39.377382,Organic,VIP
CUST_02093,Customer 2093,Dubai,Marina,2025-02-07 05:38:25.377382,Organic,VIP
CUST_02094,Customer 2094,Abu Dhabi,Al Reem,2024-09-13 11:09:13.377382,Referral,VIP
CUST_02095,Customer 2095,Dubai,Marina,2024-10-24 07:26:40.377382,Social Media,New
CUST_02096,Customer 2096,Sharjah,Al Reem,2025-01-30 04:47:01.377382,Referral,Loyal
CUST_02097,Customer 2097,Abu Dhabi,Marina,2025-12-09 22:31:23.377382,Organic,Regular
CUST_02098,Customer 2098,Abu Dhabi,JBR,2024-12-19 04:40:30.377382,Referral,VIP
CUST_02099,Customer 2099,Sharjah,JBR,2024-09-15 18:42:02.377382,Paid Ads,Loyal
CUST_02100,Customer 2100,Dubai,JLT,2025-04-28 00:44:11.377382,Referral,VIP
CUST_02101,Customer 2101,Sharjah,Corniche,2025-06-02 21:05:06.377382,Organic,VIP
CUST_02102,Customer 2102,Abu Dhabi,Marina,2024-12-05 06:04:13.377382,Paid Ads,New
CUST_02103,Customer 2103,Dubai,Downtown,2024-08-22 06:20:35.377382,Social Media,New
CUST_02104,Customer 2104,Abu Dhabi,JBR,2025-10-27 03:14:49.377382,Referral,Loyal
CUST_02105,Customer 2105,Sharjah,Yas Island,2024-08-30 07:22:28.377382,Referral,VIP
CUST_02106,Customer 2106,Dubai,Al Reem,2024-07-18 17:17:17.377382,Organic,Regular
CUST_02107,Customer 2107,Sharjah,JBR,2024-07-25 22:21:48.377382,Social Media,Regular
CUST_02108,Customer 2108,Sharjah,JBR,2024-08-22 21:40:09.377382,Paid Ads,Regular
CUST_02109,Customer 2109,Dubai,Al Majaz,2025-08-22 13:31:27.377382,Organic,Loyal
CUST_02110,Customer 2110,Ajman,Al Reem,2025-09-02 06:03:55.377382,Organic,New
CUST_02111,Customer 2111,Dubai,Deira,2025-07-08 18:35:35.377382,Referral,Loyal
CUST_02112,Customer 2112,Dubai,Business Bay,2025-12-29 20:00:10.377382,Social Media,New
CUST_02113,Customer 2113,Dubai,Al Reem,2024-08-06 13:33:49.377382,Organic,Regular
CUST_02114,Customer 2114,Sharjah,JLT,2025-03-31 08:33:48.377382,Referral,Regular
CUST_02115,Customer 2115,Abu Dhabi,Al Majaz,2025-07-04 11:02:19.377382,Paid Ads,New
CUST_02116,Customer 2116,Dubai,Al Reem,2025-02-17 05:55:38.377382,Organic,Regular
CUST_02117,Customer 2117,Dubai,Al Reem,2025-02-15 16:58:12.377382,Paid Ads,Loyal
CUST_02118,Customer 2118,Abu Dhabi,Corniche,2025-04-26 22:13:22.377382,Paid Ads,New
CUST_02119,Customer 2119,Dubai,Al Majaz,2024-12-19 16:05:24.377382,Referral,Regular
CUST_02120,Customer 2120,Sharjah,Al Reem,2025-05-05 19:00:39.377382,Social Media,VIP
CUST_02121,Customer 2121,Sharjah,Business Bay,2024-09-02 16:13:42.377382,Paid Ads,Regular
CUST_02122,Customer 2122,Abu Dhabi,Business Bay,2025-09-14 12:52:38.377382,Organic,VIP
CUST_02123,Customer 2123,Ajman,Yas Island,2025-11-07 17:44:21.377382,Social Media,Regular
CUST_02124,Customer 2124,Dubai,Al Majaz,2025-12-19 22:30:32.377382,Social Media,VIP
CUST_02125,Customer 2125,Ajman,Deira,2025-11-05 12:56:08.377382,Referral,Regular
CUST_02126,Customer 2126,Abu Dhabi,Al Reem,2025-08-28 07:22:43.377382,Organic,VIP
CUST_02127,Customer 2127,Abu Dhabi,Corniche,2025-09-26 01:03:15.377382,Organic,New
CUST_02128,Customer 2128,Dubai,Corniche,2025-05-16 13:56:18.377382,Referral,New
CUST_02129,Customer 2129,Sharjah,Downtown,2024-11-16 00:49:43.377382,Referral,VIP
CUST_02130,Customer 2130,Dubai,Deira,2025-12-02 15:12:37.377382,Social Media,Regular
CUST_02131,Customer 2131,Dubai,Corniche,2025-06-04 07:52:47.377382,Paid Ads,Loyal
CUST_02132,Customer 2132,Dubai,Business Bay,2025-04-30 15:17:10.377382,Paid Ads,Loyal
CUST_02133,Customer 2133,Abu Dhabi,Downtown,2025-05-20 21:49:59.377382,Paid Ads,Loyal
CUST_02134,Customer 2134,Abu Dhabi,Marina,2025-01-24 18:01:53.377382,Paid Ads,Loyal
CUST_02135,Customer 2135,Abu Dhabi,Corniche,2025-12-28 02:12:02.377382,Organic,VIP
CUST_02136,Customer 2136,Sharjah,JLT,2025-03-01 01:10:55.377382,Organic,New
CUST_02137,Customer 2137,Dubai,Al Majaz,2026-01-02 06:50:26.377382,Referral,New
CUST_02138,Customer 2138,Abu Dhabi,Corniche,2025-08-15 00:58:28.377382,Referral,Loyal
CUST_02139,Customer 2139,Dubai,JBR,2025-06-25 20:59:53.377382,Paid Ads,New
CUST_02140,Customer 2140,Sharjah,Deira,2024-08-19 17:39:46.377382,Referral,VIP
CUST_02141,Customer 2141,Sharjah,JBR,2024-11-27 04:54:52.377382,Organic,Loyal
CUST_02142,Customer 2142,Abu Dhabi,Yas Island,2025-07-05 00:46:19.377382,Paid Ads,VIP
CUST_02143,Customer 2143,Abu Dhabi,Corniche,2025-05-19 10:38:42.377382,Paid Ads,VIP
CUST_02144,Customer 2144,Dubai,Marina,2024-09-20 22:45:17.377382,Organic,Regular
CUST_02145,Customer 2145,Dubai,JBR,2024-10-19 22:51:40.377382,Social Media,VIP
CUST_02146,Customer 2146,Sharjah,JBR,2025-04-21 05:06:40.377382,Paid Ads,Regular
CUST_02147,Customer 2147,Dubai,Deira,2025-01-17 06:03:30.377382,Referral,Loyal
CUST_02148,Customer 2148,Dubai,Downtown,2024-11-29 10:53:31.377382,Social Media,VIP
CUST_02149,Customer 2149,Dubai,Marina,2024-12-08 11:00:53.377382,Organic,New
CUST_02150,Customer 2150,Sharjah,JBR,2025-08-11 05:56:45.377382,Social Media,Loyal
CUST_02151,Customer 2151,Dubai,Al Reem,2025-11-03 19:13:03.377382,Social Media,VIP
CUST_02152,Customer 2152,Dubai,Marina,2025-12-19 03:31:12.377382,Paid Ads,VIP
CUST_02153,Customer 2153,Abu Dhabi,Al Reem,2025-03-29 12:56:15.377382,Social Media,New
CUST_02154,Customer 2154,Sharjah,Corniche,2024-10-03 23:23:59.377382,Referral,Regular
CUST_02155,Customer 2155,Dubai,JBR,2024-09-30 15:12:27.377382,Paid Ads,VIP
CUST_02156,Customer 2156,Dubai,JBR,2024-09-20 07:16:02.377382,Organic,VIP
CUST_02157,Customer 2157,Dubai,Business Bay,2024-10-13 17:03:08.377382,Referral,New
CUST_02158,Customer 2158,Dubai,Business Bay,2025-06-11 01:20:20.377382,Paid Ads,Loyal
CUST_02159,Customer 2159,Dubai,Deira,2024-09-25 19:04:59.377382,Social Media,VIP
CUST_02160,Customer 2160,Abu Dhabi,Al Majaz,2025-09-20 07:04:24.377382,Referral,Regular
CUST_02161,Customer 2161,Abu Dhabi,Al Majaz,2024-10-27 18:33:55.377382,Paid Ads,Regular
CUST_02162,Customer 2162,Abu Dhabi,Downtown,2025-09-01 01:57:23.377382,Paid Ads,New
CUST_02163,Customer 2163,Dubai,Deira,2025-08-16 09:26:12.377382,Organic,Regular
CUST_02164,Customer 2164,Sharjah,Al Majaz,2025-07-01 06:52:20.377382,Paid Ads,VIP
CUST_02165,Customer 2165,Dubai,Deira,2024-08-12 03:54:40.377382,Organic,Regular
CUST_02166,Customer 2166,Ajman,JBR,2025-06-02 06:21:46.377382,Social Media,VIP
CUST_02167,Customer 2167,Abu Dhabi,Business Bay,2025-08-26 13:21:50.377382,Paid Ads,New
CUST_02168,Customer 2168,Dubai,Business Bay,2024-07-29 06:46:47.377382,Paid Ads,Regular
CUST_02169,Customer 2169,Abu Dhabi,Business Bay,2024-11-18 15:17:19.377382,Social Media,VIP
CUST_02170,Customer 2170,Dubai,Al Majaz,2024-10-10 01:46:46.377382,Paid Ads,Loyal
CUST_02171,Customer 2171,Abu Dhabi,Marina,2025-02-22 11:50:16.377382,Paid Ads,VIP
CUST_02172,Customer 2172,Dubai,JLT,2024-12-19 08:09:36.377382,Referral,VIP
CUST_02173,Customer 2173,Dubai,JBR,2025-01-19 22:07:42.377382,Organic,New
CUST_02174,Customer 2174,Sharjah,Corniche,2024-12-16 11:53:52.377382,Paid Ads,VIP
CUST_02175,Customer 2175,Dubai,Deira,2025-01-28 14:58:20.377382,Paid Ads,New
CUST_02176,Customer 2176,Sharjah,Business Bay,2025-02-12 23:39:24.377382,Organic,VIP
CUST_02177,Customer 2177,Dubai,Business Bay,2025-01-03 08:01:35.377382,Referral,VIP
CUST_02178,Customer 2178,Abu Dhabi,Business Bay,2024-11-09 22:16:36.377382,Organic,VIP
CUST_02179,Customer 2179,Abu Dhabi,JBR,2024-07-18 11:35:20.377382,Paid Ads,New
CUST_02180,Customer 2180,Abu Dhabi,Business Bay,2024-12-18 12:56:37.377382,Social Media,VIP
CUST_02181,Customer 2181,Dubai,Downtown,2024-10-13 00:54:42.377382,Social Media,New
CUST_02182,Customer 2182,Dubai,Deira,2025-04-09 16:03:00.377382,Referral,Loyal
CUST_02183,Customer 2183,Dubai,JBR,2025-02-06 03:35:56.377382,Referral,New
CUST_02184,Customer 2184,Dubai,Deira,2024-12-06 13:51:33.377382,Paid Ads,Loyal
CUST_02185,Customer 2185,Abu Dhabi,Al Reem,2025-02-18 06:56:05.377382,Referral,New
CUST_02186,Customer 2186,Ajman,Yas Island,2025-12-09 00:24:10.377382,Paid Ads,New
CUST_02187,Customer 2187,Sharjah,Downtown,2024-09-24 16:01:29.377382,Social Media,VIP
CUST_02188,Customer 2188,Sharjah,Marina,2025-10-23 08:57:14.377382,Referral,Regular
CUST_02189,Customer 2189,Sharjah,Marina,2024-11-20 07:55:24.377382,Paid Ads,Regular
CUST_02190,Customer 2190,Abu Dhabi,JLT,2024-12-06 21:32:46.377382,Organic,VIP
CUST_02191,Customer 2191,Dubai,Downtown,2025-03-31 05:10:44.377382,Referral,Loyal
CUST_02192,Customer 2192,Sharjah,Deira,2024-11-07 16:29:36.377382,Paid Ads,VIP
CUST_02193,Customer 2193,Abu Dhabi,Marina,2024-07-29 12:18:06.377382,Paid Ads,Regular
CUST_02194,Customer 2194,Abu Dhabi,Yas Island,2025-07-30 06:08:22.377382,Organic,New
CUST_02195,Customer 2195,Dubai,Marina,2025-08-03 07:17:00.377382,Social Media,VIP
CUST_02196,Customer 2196,Dubai,Business Bay,2025-10-29 09:21:28.377382,Organic,Loyal
CUST_02197,Customer 2197,Dubai,JLT,2025-12-26 00:06:39.377382,Paid Ads,VIP
CUST_02198,Customer 2198,Sharjah,JBR,2025-04-20 23:02:29.377382,Organic,Regular
CUST_02199,Customer 2199,Abu Dhabi,Corniche,2025-07-26 18:43:27.377382,Organic,New
CUST_02200,Customer 2200,Dubai,Corniche,2025-08-06 14:00:38.377382,Paid Ads,Regular
CUST_02201,Customer 2201,Ajman,Marina,2025-09-24 23:34:32.377382,Social Media,Regular
CUST_02202,Customer 2202,Dubai,Deira,2024-12-12 04:44:41.377382,Organic,Regular
CUST_02203,Customer 2203,Dubai,Deira,2024-07-25 23:22:02.377382,Organic,Regular
CUST_02204,Customer 2204,Dubai,Business Bay,2025-06-27 04:25:01.377382,Referral,New
CUST_02205,Customer 2205,Abu Dhabi,Marina,2024-12-09 23:08:31.377382,Referral,Regular
CUST_02206,Customer 2206,Sharjah,Marina,2025-10-19 19:24:59.377382,Paid Ads,Loyal
CUST_02207,Customer 2207,Dubai,Corniche,2025-09-12 04:57:02.377382,Paid Ads,Loyal
CUST_02208,Customer 2208,Sharjah,Al Reem,2025-03-04 10:43:54.377382,Paid Ads,Regular
CUST_02209,Customer 2209,Dubai,Marina,2024-10-12 18:39:14.377382,Referral,Loyal
CUST_02210,Customer 2210,Sharjah,JBR,2025-09-23 11:20:56.377382,Paid Ads,Regular
CUST_02211,Customer 2211,Sharjah,JLT,2024-08-08 05:19:18.377382,Organic,New
CUST_02212,Customer 2212,Sharjah,JLT,2024-10-11 14:58:42.377382,Organic,New
CUST_02213,Customer 2213,Dubai,JBR,2025-08-08 09:56:59.377382,Social Media,Loyal
CUST_02214,Customer 2214,Ajman,Al Reem,2025-10-13 03:00:59.377382,Paid Ads,Loyal
CUST_02215,Customer 2215,Abu Dhabi,Deira,2025-09-07 12:05:26.377382,Organic,Regular
CUST_02216,Customer 2216,Dubai,Corniche,2025-07-25 23:51:57.377382,Organic,VIP
CUST_02217,Customer 2217,Sharjah,JLT,2025-08-23 08:03:48.377382,Social Media,Regular
CUST_02218,Customer 2218,Dubai,Downtown,2024-12-24 19:35:50.377382,Organic,Regular
CUST_02219,Customer 2219,Sharjah,Yas Island,2025-07-02 03:31:24.377382,Social Media,New
CUST_02220,Customer 2220,Dubai,Corniche,2024-10-25 19:23:17.377382,Social Media,VIP
CUST_02221,Customer 2221,Abu Dhabi,Al Reem,2024-08-11 23:51:24.377382,Referral,VIP
CUST_02222,Customer 2222,Abu Dhabi,Downtown,2025-05-28 07:15:45.377382,Organic,Regular
CUST_02223,Customer 2223,Dubai,Marina,2024-12-10 22:38:38.377382,Referral,New
CUST_02224,Customer 2224,Dubai,JBR,2026-01-01 19:47:32.377382,Organic,Loyal
CUST_02225,Customer 2225,Dubai,Marina,2025-07-30 03:10:35.377382,Referral,New
CUST_02226,Customer 2226,Dubai,Business Bay,2025-04-25 06:59:15.377382,Social Media,Loyal
CUST_02227,Customer 2227,Dubai,Al Majaz,2025-04-07 22:06:18.377382,Social Media,New
CUST_02228,Customer 2228,Abu Dhabi,JBR,2025-03-17 09:52:15.377382,Social Media,VIP
CUST_02229,Customer 2229,Dubai,Downtown,2025-02-04 11:19:40.377382,Social Media,New
CUST_02230,Customer 2230,Dubai,Yas Island,2024-12-08 17:46:52.377382,Organic,Regular
CUST_02231,Customer 2231,Abu Dhabi,Al Majaz,2024-07-20 00:37:32.377382,Paid Ads,Loyal
CUST_02232,Customer 2232,Dubai,Business Bay,2025-09-27 22:02:32.377382,Organic,New
CUST_02233,Customer 2233,Sharjah,Deira,2024-12-14 12:53:26.377382,Referral,New
CUST_02234,Customer 2234,Sharjah,Business Bay,2024-11-10 09:44:36.377382,Organic,Loyal
CUST_02235,Customer 2235,Abu Dhabi,Al Majaz,2025-12-08 09:51:26.377382,Organic,New
CUST_02236,Customer 2236,Abu Dhabi,JLT,2025-08-08 08:48:02.377382,Referral,Loyal
CUST_02237,Customer 2237,Sharjah,Corniche,2025-07-01 06:15:35.377382,Social Media,VIP
CUST_02238,Customer 2238,Dubai,Al Reem,2025-06-05 00:56:58.377382,Referral,Loyal
CUST_02239,Customer 2239,Dubai,Marina,2025-01-15 03:02:02.377382,Referral,Loyal
CUST_02240,Customer 2240,Dubai,Deira,2025-12-25 18:49:46.377382,Paid Ads,VIP
CUST_02241,Customer 2241,Sharjah,Al Reem,2025-03-24 05:59:51.377382,Paid Ads,New
CUST_02242,Customer 2242,Dubai,Business Bay,2024-10-07 13:30:38.377382,Social Media,New
CUST_02243,Customer 2243,Abu Dhabi,Yas Island,2024-08-17 00:42:52.377382,Referral,VIP
CUST_02244,Customer 2244,Ajman,Marina,2025-12-20 07:50:11.377382,Referral,Regular
CUST_02245,Customer 2245,Sharjah,Deira,2024-07-28 20:05:05.377382,Referral,Loyal
CUST_02246,Customer 2246,Abu Dhabi,Al Reem,2025-05-18 13:50:53.377382,Organic,New
CUST_02247,Customer 2247,Dubai,Marina,2024-12-18 12:41:20.377382,Paid Ads,New
CUST_02248,Customer 2248,Sharjah,Marina,2025-12-27 20:07:31.377382,Paid Ads,Loyal
CUST_02249,Customer 2249,Abu Dhabi,Deira,2024-08-30 07:40:18.377382,Social Media,Loyal
CUST_02250,Customer 2250,Dubai,Downtown,2025-02-02 02:42:48.377382,Paid Ads,Loyal
CUST_02251,Customer 2251,Dubai,Corniche,2025-03-03 13:35:43.377382,Paid Ads,Regular
CUST_02252,Customer 2252,Sharjah,Downtown,2024-07-18 23:11:02.377382,Social Media,VIP
CUST_02253,Customer 2253,Abu Dhabi,Marina,2025-09-30 07:08:44.377382,Referral,Regular
CUST_02254,Customer 2254,Sharjah,Al Majaz,2025-12-08 11:42:31.377382,Organic,Regular
CUST_02255,Customer 2255,Sharjah,JBR,2025-12-19 21:10:33.377382,Social Media,Loyal
CUST_02256,Customer 2256,Abu Dhabi,Al Majaz,2025-10-19 10:49:53.377382,Paid Ads,VIP
CUST_02257,Customer 2257,Abu Dhabi,Deira,2024-08-03 20:46:44.377382,Social Media,New
CUST_02258,Customer 2258,Dubai,Marina,2025-01-28 17:27:18.377382,Paid Ads,Loyal
CUST_02259,Customer 2259,Dubai,Marina,2025-07-12 08:08:33.377382,Referral,VIP
CUST_02260,Customer 2260,Dubai,Yas Island,2025-11-18 16:43:42.377382,Referral,New
CUST_02261,Customer 2261,Sharjah,Corniche,2024-08-18 01:13:11.377382,Referral,Regular
CUST_02262,Customer 2262,Abu Dhabi,Yas Island,2025-11-30 00:14:39.377382,Paid Ads,VIP
CUST_02263,Customer 2263,Sharjah,Deira,2025-04-16 14:07:31.377382,Social Media,Regular
CUST_02264,Customer 2264,Dubai,JLT,2024-12-01 12:41:58.377382,Paid Ads,Regular
CUST_02265,Customer 2265,Abu Dhabi,Downtown,2024-09-23 06:34:48.377382,Referral,VIP
CUST_02266,Customer 2266,Abu Dhabi,Yas Island,2026-01-02 04:32:46.377382,Referral,New
CUST_02267,Customer 2267,Abu Dhabi,Deira,2025-11-14 00:37:43.377382,Referral,VIP
CUST_02268,Customer 2268,Abu Dhabi,Downtown,2025-07-19 09:31:47.377382,Paid Ads,New
CUST_02269,Customer 2269,Dubai,Deira,2024-11-25 05:43:01.377382,Organic,Loyal
CUST_02270,Customer 2270,Abu Dhabi,JLT,2025-12-18 06:02:17.377382,Referral,Loyal
CUST_02271,Customer 2271,Dubai,Corniche,2025-11-27 20:38:12.377382,Social Media,Loyal
CUST_02272,Customer 2272,Dubai,Corniche,2025-01-26 15:42:04.377382,Referral,Regular
CUST_02273,Customer 2273,Dubai,Deira,2025-02-20 09:21:10.377382,Paid Ads,Loyal
CUST_02274,Customer 2274,Abu Dhabi,Yas Island,2025-10-12 07:50:42.377382,Social Media,Regular
CUST_02275,Customer 2275,Ajman,Corniche,2024-07-22 06:36:50.377382,Paid Ads,New
CUST_02276,Customer 2276,Abu Dhabi,JBR,2024-11-28 04:20:10.377382,Organic,VIP
CUST_02277,Customer 2277,Abu Dhabi,Yas Island,2025-11-11 20:13:52.377382,Organic,VIP
CUST_02278,Customer 2278,Abu Dhabi,Al Reem,2025-03-14 21:39:00.377382,Paid Ads,Regular
CUST_02279,Customer 2279,Abu Dhabi,Business Bay,2025-02-21 20:37:14.377382,Referral,Regular
CUST_02280,Customer 2280,Dubai,Deira,2025-10-08 03:14:36.377382,Social Media,Regular
CUST_02281,Customer 2281,Dubai,Deira,2024-12-14 14:16:42.377382,Referral,New
CUST_02282,Customer 2282,Dubai,Deira,2024-09-11 20:03:21.377382,Paid Ads,New
CUST_02283,Customer 2283,Dubai,JLT,2025-12-29 01:49:47.377382,Paid Ads,Loyal
CUST_02284,Customer 2284,Dubai,Deira,2024-07-18 13:38:32.377382,Referral,Loyal
CUST_02285,Customer 2285,Dubai,Corniche,2025-09-23 00:05:37.377382,Social Media,VIP
CUST_02286,Customer 2286,Dubai,Corniche,2025-08-31 16:25:17.377382,Social Media,Loyal
CUST_02287,Customer 2287,Ajman,Business Bay,2025-04-11 22:24:01.377382,Social Media,New
CUST_02288,Customer 2288,Dubai,Business Bay,2025-08-04 06:23:52.377382,Social Media,New
CUST_02289,Customer 2289,Dubai,Al Majaz,2024-08-29 15:56:44.377382,Social Media,New
CUST_02290,Customer 2290,Dubai,Yas Island,2025-06-22 20:16:44.377382,Organic,New
CUST_02291,Customer 2291,Abu Dhabi,Corniche,2025-08-22 19:40:43.377382,Organic,VIP
CUST_02292,Customer 2292,Dubai,Corniche,2025-01-25 05:24:42.377382,Paid Ads,VIP
CUST_02293,Customer 2293,Dubai,JLT,2024-10-30 13:26:37.377382,Organic,New
CUST_02294,Customer 2294,Abu Dhabi,Corniche,2025-12-01 15:39:22.377382,Social Media,Regular
CUST_02295,Customer 2295,Dubai,Corniche,2025-10-08 03:46:50.377382,Social Media,Loyal
CUST_02296,Customer 2296,Dubai,Al Majaz,2025-08-17 19:39:01.377382,Social Media,VIP
CUST_02297,Customer 2297,Dubai,JBR,2025-04-07 14:33:04.377382,Paid Ads,Regular
CUST_02298,Customer 2298,Dubai,Al Majaz,2025-01-22 20:35:39.377382,Paid Ads,Loyal
CUST_02299,Customer 2299,Dubai,JBR,2025-11-14 01:18:10.377382,Referral,Regular
CUST_02300,Customer 2300,Dubai,Al Majaz,2025-03-19 03:37:22.377382,Organic,New
CUST_02301,Customer 2301,Sharjah,Corniche,2025-08-12 22:54:39.377382,Organic,Loyal
CUST_02302,Customer 2302,Abu Dhabi,Al Majaz,2026-01-04 05:21:44.377382,Referral,Regular
CUST_02303,Customer 2303,Abu Dhabi,Corniche,2025-10-30 02:54:40.377382,Referral,VIP
CUST_02304,Customer 2304,Dubai,Corniche,2024-07-20 19:26:45.377382,Organic,VIP
CUST_02305,Customer 2305,Ajman,Business Bay,2025-01-29 10:57:30.377382,Social Media,VIP
CUST_02306,Customer 2306,Dubai,Marina,2025-12-22 16:49:58.377382,Organic,Loyal
CUST_02307,Customer 2307,Dubai,JBR,2024-10-23 12:43:37.377382,Social Media,New
CUST_02308,Customer 2308,Abu Dhabi,Al Reem,2024-10-06 13:26:47.377382,Paid Ads,New
CUST_02309,Customer 2309,Dubai,Yas Island,2025-04-11 14:00:05.377382,Organic,Loyal
CUST_02310,Customer 2310,Dubai,Yas Island,2024-12-28 01:45:46.377382,Organic,Loyal
CUST_02311,Customer 2311,Abu Dhabi,Al Majaz,2024-10-01 20:20:51.377382,Paid Ads,New
CUST_02312,Customer 2312,Sharjah,Marina,2024-10-24 21:35:37.377382,Paid Ads,VIP
CUST_02313,Customer 2313,Dubai,JLT,2025-04-23 01:23:55.377382,Paid Ads,New
CUST_02314,Customer 2314,Abu Dhabi,Al Reem,2025-07-18 22:18:37.377382,Paid Ads,New
CUST_02315,Customer 2315,Ajman,Yas Island,2025-03-30 04:54:29.377382,Paid Ads,Regular
CUST_02316,Customer 2316,Dubai,Downtown,2024-10-08 23:53:13.377382,Referral,VIP
CUST_02317,Customer 2317,Dubai,Deira,2025-06-22 00:38:01.377382,Referral,Loyal
CUST_02318,Customer 2318,Dubai,Downtown,2024-09-08 18:09:50.377382,Paid Ads,New
CUST_02319,Customer 2319,Dubai,JLT,2025-02-21 12:01:14.377382,Paid Ads,VIP
CUST_02320,Customer 2320,Dubai,Al Reem,2024-11-28 08:17:05.377382,Paid Ads,Loyal
CUST_02321,Customer 2321,Sharjah,Yas Island,2025-11-15 06:20:05.377382,Paid Ads,Regular
CUST_02322,Customer 2322,Abu Dhabi,Al Majaz,2024-11-08 13:49:45.377382,Social Media,Regular
CUST_02323,Customer 2323,Abu Dhabi,Deira,2025-06-22 23:22:35.377382,Social Media,VIP
CUST_02324,Customer 2324,Dubai,JBR,2025-05-22 05:01:28.377382,Paid Ads,New
CUST_02325,Customer 2325,Sharjah,Yas Island,2025-10-19 23:56:11.377382,Paid Ads,Loyal
CUST_02326,Customer 2326,Ajman,Yas Island,2024-10-21 15:46:26.377382,Organic,VIP
CUST_02327,Customer 2327,Sharjah,JLT,2025-08-06 01:26:40.377382,Paid Ads,Regular
CUST_02328,Customer 2328,Dubai,Yas Island,2025-12-25 06:39:10.377382,Paid Ads,Loyal
CUST_02329,Customer 2329,Abu Dhabi,Al Reem,2025-10-15 10:57:01.377382,Referral,Loyal
CUST_02330,Customer 2330,Dubai,Marina,2025-11-17 18:36:16.377382,Social Media,New
CUST_02331,Customer 2331,Dubai,Al Reem,2025-09-26 18:46:16.377382,Paid Ads,Regular
CUST_02332,Customer 2332,Dubai,JBR,2025-05-13 11:52:42.377382,Social Media,Regular
CUST_02333,Customer 2333,Abu Dhabi,Marina,2025-02-04 14:27:35.377382,Social Media,Regular
CUST_02334,Customer 2334,Abu Dhabi,Yas Island,2025-04-10 06:46:17.377382,Organic,Loyal
CUST_02335,Customer 2335,Dubai,Yas Island,2024-08-12 19:22:18.377382,Social Media,Regular
CUST_02336,Customer 2336,Dubai,Deira,2025-06-10 02:56:27.377382,Social Media,VIP
CUST_02337,Customer 2337,Dubai,Yas Island,2025-08-31 00:23:57.377382,Paid Ads,Regular
CUST_02338,Customer 2338,Dubai,Corniche,2024-08-02 17:09:28.377382,Referral,Loyal
CUST_02339,Customer 2339,Dubai,JBR,2024-08-15 09:47:46.377382,Paid Ads,Regular
CUST_02340,Customer 2340,Dubai,Business Bay,2025-08-31 17:20:25.377382,Paid Ads,Regular
CUST_02341,Customer 2341,Sharjah,Al Majaz,2024-12-03 13:13:12.377382,Referral,Loyal
CUST_02342,Customer 2342,Dubai,Deira,2025-02-13 13:34:01.377382,Referral,Regular
CUST_02343,Customer 2343,Dubai,Downtown,2025-05-17 10:18:07.377382,Organic,New
CUST_02344,Customer 2344,Dubai,Marina,2025-07-24 16:23:19.377382,Referral,Loyal
CUST_02345,Customer 2345,Ajman,Business Bay,2025-06-04 10:22:09.377382,Paid Ads,Regular
CUST_02346,Customer 2346,Abu Dhabi,Al Majaz,2024-12-02 16:43:43.377382,Referral,New
CUST_02347,Customer 2347,Abu Dhabi,Yas Island,2025-09-16 13:52:07.377382,Referral,VIP
CUST_02348,Customer 2348,Dubai,Al Reem,2025-02-08 09:44:43.377382,Referral,Loyal
CUST_02349,Customer 2349,Abu Dhabi,Corniche,2025-08-18 21:48:47.377382,Social Media,Regular
CUST_02350,Customer 2350,Dubai,Marina,2024-07-25 15:29:41.377382,Organic,Loyal
CUST_02351,Customer 2351,Abu Dhabi,Marina,2025-08-21 09:32:03.377382,Social Media,New
CUST_02352,Customer 2352,Sharjah,Marina,2025-04-17 20:13:57.377382,Social Media,Loyal
CUST_02353,Customer 2353,Abu Dhabi,JBR,2025-07-22 01:55:11.377382,Organic,VIP
CUST_02354,Customer 2354,Sharjah,Marina,2024-08-26 22:55:13.377382,Social Media,Regular
CUST_02355,Customer 2355,Abu Dhabi,Deira,2024-10-15 15:03:55.377382,Referral,VIP
