order_id,customer_id,restaurant_id,order_datetime,order_status,gross_amount,discount_amount,delivery_fee,promo_code,payment_method,net_amount,cancellation_reason
ORD_002640,CUST_01931,REST_0144,2025-10-29 01:33:39.447894,Delivered,222.14,17.67,10,SAVE10,Card,204.46999999999997,
ORD_002641,CUST_06990,REST_0058,2025-10-11 12:35:28.447894,Delivered,39.31,40.39,5,NEWUSER,Card,-1.0799999999999983,
ORD_002642,CUST_08476,REST_0142,2025-10-14 01:07:23.447894,Delivered,225.59,43.96,10,SAVE10,Wallet,181.63,
ORD_002643,CUST_08999,REST_0341,2025-11-16 21:51:33.447894,Delivered,446.65,48.48,10,FREESHIP,Wallet,398.16999999999996,
ORD_002644,CUST_07780,REST_0427,2025-12-23 20:13:12.447894,Delivered,87.56,21.98,5,NEWUSER,Card,65.58,
ORD_002645,CUST_05131,REST_0475,2025-10-07 10:42:37.447894,Delivered,347.81,40.98,10,FREESHIP,Cash,306.83,
ORD_002646,CUST_06586,REST_0025,2025-12-29 16:40:13.447894,Cancelled,263.71,13.02,10,FREESHIP,Wallet,250.68999999999997,Restaurant Busy
ORD_002647,CUST_02677,REST_0102,2025-12-01 01:55:31.447894,Delivered,280.02,38.37,15,,Cash,241.64999999999998,
ORD_002648,CUST_03572,REST_0143,2025-12-29 00:52:25.447894,Delivered,420.12,39.98,15,SAVE10,Card,380.14,
ORD_002649,CUST_03760,REST_0074,2026-01-05 05:10:24.447894,Cancelled,399.35,42.68,10,SAVE10,Cash,356.67,Payment Failed
ORD_002650,CUST_09811,REST_0414,2025-11-04 03:08:24.447894,Delivered,492.93,40.66,15,,Card,452.27,
ORD_002651,CUST_05122,REST_0044,2026-01-03 03:53:13.447894,Delivered,109.05,39.31,5,SAVE10,Card,69.74,
ORD_002652,CUST_09001,REST_0393,2025-12-28 12:19:33.447894,Delivered,149.25,34.14,10,NEWUSER,Cash,115.11,
ORD_002653,CUST_03787,REST_0348,2025-10-16 23:18:32.447894,Cancelled,380.93,5.55,10,SAVE10,Wallet,375.38,Customer Cancelled
ORD_002654,CUST_00942,REST_0241,2025-12-22 21:11:58.447894,Delivered,424.43,18.6,15,SAVE10,Card,405.83,
ORD_002655,CUST_08232,REST_0082,2025-12-23 08:42:16.447894,Delivered,416.34,12.35,10,FREESHIP,Card,403.98999999999995,
ORD_002656,CUST_01339,REST_0395,2025-10-18 16:30:58.447894,Delivered,244.59,21.65,10,FREESHIP,Card,222.94,
ORD_002657,CUST_04653,REST_0358,2025-12-03 17:42:26.447894,Delivered,80.76,45.83,15,SAVE10,Wallet,34.93000000000001,
ORD_002658,CUST_01322,REST_0499,2025-12-26 04:57:24.447894,Cancelled,202.42,30.7,15,FREESHIP,Card,171.72,Customer Cancelled
ORD_002659,CUST_01655,REST_0066,2025-12-03 23:58:21.447894,Cancelled,161.8,4.2,5,,Wallet,157.60000000000002,Restaurant Busy
ORD_002660,CUST_03069,REST_0278,2025-11-06 13:57:20.447894,Delivered,270.07,14.93,5,,Cash,255.14,
ORD_002661,CUST_04739,REST_0087,2025-10-15 21:33:37.447894,Delivered,107.3,42.59,0,,Card,64.71,
ORD_002662,CUST_06594,REST_0404,2025-11-24 16:01:53.447894,Delivered,330.38,18.77,5,FREESHIP,Card,311.61,
ORD_002663,CUST_08587,REST_0365,2025-12-10 00:34:18.447894,Cancelled,483.73,0.36,0,FREESHIP,Card,483.37,Payment Failed
ORD_002664,CUST_00792,REST_0413,2025-10-25 01:18:45.447894,Delivered,375.62,38.77,15,,Wallet,336.85,
ORD_002665,CUST_06677,REST_0346,2025-10-18 13:48:38.447894,Delivered,492.56,7.03,10,FREESHIP,Wallet,485.53000000000003,
ORD_002666,CUST_00744,REST_0447,2025-10-13 16:01:50.447894,Delivered,364.46,6.1,10,SAVE10,Cash,358.35999999999996,
ORD_002667,CUST_06525,REST_0041,2025-12-31 09:44:51.447894,Delivered,378.53,30.84,0,FREESHIP,Card,347.69,
ORD_002668,CUST_06575,REST_0379,2025-11-10 10:32:13.447894,Delivered,279.97,28.45,5,NEWUSER,Wallet,251.52000000000004,
ORD_002669,CUST_00194,REST_0204,2025-12-15 19:16:27.447894,Delivered,475.57,18.05,15,FREESHIP,Card,457.52,
ORD_002670,CUST_07895,REST_0368,2025-11-25 01:03:39.447894,Delivered,199.01,10.38,5,FREESHIP,Card,188.63,
ORD_002671,CUST_04275,REST_0349,2025-11-24 04:06:36.447894,Delivered,389.15,5.18,0,FREESHIP,Card,383.96999999999997,
ORD_002672,CUST_03898,REST_0339,2025-11-05 05:53:47.447894,Delivered,30.75,6.08,5,,Wallet,24.67,
ORD_002673,CUST_08410,REST_0226,2025-10-19 12:38:19.447894,Delivered,410.3,36.79,10,SAVE10,Card,373.51,
ORD_002674,CUST_03583,REST_0048,2025-11-05 01:00:42.447894,Delivered,168.29,45.01,0,,Card,123.28,
ORD_002675,CUST_05084,REST_0283,2025-11-30 14:29:06.447894,Delivered,69.46,28.1,0,FREESHIP,Wallet,41.35999999999999,
ORD_002676,CUST_08130,REST_0350,2025-11-09 05:49:01.447894,Delivered,370.1,32.29,0,SAVE10,Card,337.81,
ORD_002677,CUST_05344,REST_0229,2025-11-19 20:06:06.447894,Delivered,275.44,48.66,15,SAVE10,Cash,226.78,
ORD_002678,CUST_07518,REST_0415,2025-12-29 15:35:39.447894,Delivered,164.62,0.78,10,,Cash,163.84,
ORD_002679,CUST_07790,REST_0348,2025-10-25 08:55:54.447894,Delivered,384.43,7.8,0,FREESHIP,Wallet,376.63,
ORD_002680,CUST_03904,REST_0409,2025-12-28 01:00:02.447894,Delivered,230.12,23.51,15,,Card,206.61,
ORD_002681,CUST_01786,REST_0433,2025-12-01 05:40:02.447894,Delivered,335.57,4.4,15,SAVE10,Card,331.17,
ORD_002682,CUST_07963,REST_0198,2025-10-17 17:35:03.447894,Delivered,499.05,13.09,10,NEWUSER,Cash,485.96000000000004,
ORD_002683,CUST_09375,REST_0192,2025-10-12 08:08:24.447894,Delivered,31.88,19.39,15,NEWUSER,Card,12.489999999999998,
ORD_002684,CUST_00524,REST_0312,2025-11-08 17:21:34.447894,Delivered,428.54,35.3,5,,Cash,393.24,
ORD_002685,CUST_03297,REST_0391,2025-11-14 08:32:24.447894,Delivered,292.6,6.61,10,FREESHIP,Card,285.99,
ORD_002686,CUST_06957,REST_0070,2025-10-10 20:53:34.447894,Delivered,204.95,30.08,10,SAVE10,Wallet,174.87,
ORD_002687,CUST_04480,REST_0419,2025-11-14 12:30:08.447894,Delivered,477.12,2.59,0,SAVE10,Card,474.53000000000003,
ORD_002688,CUST_07712,REST_0473,2025-11-15 11:32:53.447894,Cancelled,471.34,22.36,10,SAVE10,Cash,448.97999999999996,Restaurant Busy
ORD_002689,CUST_05686,REST_0021,2025-11-13 17:44:59.447894,Delivered,58.46,4.93,10,FREESHIP,Card,53.53,
ORD_002690,CUST_06648,REST_0047,2025-12-04 15:05:36.447894,Delivered,357.18,24.91,5,SAVE10,Card,332.27,
ORD_002691,CUST_08561,REST_0316,2025-11-09 06:41:40.447894,Delivered,313.42,20.78,10,NEWUSER,Card,292.64,
ORD_002692,CUST_07795,REST_0368,2025-10-13 18:40:10.447894,Delivered,348.55,18.98,10,,Card,329.57,
ORD_002693,CUST_05591,REST_0401,2026-01-01 05:29:13.447894,Delivered,475.76,40.62,15,NEWUSER,Card,435.14,
ORD_002694,CUST_04384,REST_0233,2025-12-07 14:19:32.447894,Delivered,495.51,25.81,5,FREESHIP,Card,469.7,
ORD_002695,CUST_00399,REST_0090,2025-10-13 02:13:49.447894,Delivered,145.26,13.59,15,SAVE10,Card,131.67,
ORD_002696,CUST_02152,REST_0233,2026-01-03 23:05:41.447894,Delivered,168.08,40.64,15,FREESHIP,Card,127.44000000000001,
ORD_002697,CUST_05431,REST_0273,2025-12-09 19:17:51.447894,Delivered,375.36,26.04,15,,Card,349.32,
ORD_002698,CUST_03881,REST_0253,2025-11-03 17:27:25.447894,Delivered,360.08,48.78,0,NEWUSER,Wallet,311.29999999999995,
ORD_002699,CUST_00127,REST_0199,2025-12-05 10:13:06.447894,Delivered,98.51,24.76,0,SAVE10,Card,73.75,
ORD_002700,CUST_02088,REST_0153,2025-10-29 19:27:51.447894,Cancelled,475.69,41.26,15,NEWUSER,Card,434.43,Payment Failed
ORD_002701,CUST_01771,REST_0162,2025-10-15 20:01:20.447894,Delivered,408.79,0.07,10,SAVE10,Wallet,408.72,
ORD_002702,CUST_07026,REST_0282,2025-10-30 15:30:23.447894,Delivered,185.77,12.56,15,,Wallet,173.21,
ORD_002703,CUST_08439,REST_0006,2025-12-25 04:23:27.447894,Delivered,302.81,1.48,0,NEWUSER,Cash,301.33,
ORD_002704,CUST_05926,REST_0010,2025-12-14 05:14:30.447894,Cancelled,370.22,27.4,0,FREESHIP,Card,342.82000000000005,Item Unavailable
ORD_002705,CUST_03319,REST_0337,2025-11-27 17:48:38.447894,Delivered,444.75,23.65,15,FREESHIP,Card,421.1,
ORD_002706,CUST_02082,REST_0462,2025-12-23 09:30:54.447894,Delivered,494.96,37.92,15,FREESHIP,Card,457.03999999999996,
ORD_002707,CUST_02058,REST_0131,2025-12-25 03:45:13.447894,Cancelled,362.23,5.64,5,,Card,356.59000000000003,Rider Unavailable
ORD_002708,CUST_05288,REST_0315,2025-10-21 14:38:26.447894,Delivered,305.09,41.52,5,SAVE10,Wallet,263.57,
ORD_002709,CUST_05904,REST_0112,2025-11-23 13:52:44.447894,In Progress,479.67,3.61,15,SAVE10,Cash,476.06,
ORD_002710,CUST_05336,REST_0080,2025-11-03 16:14:27.447894,Cancelled,272.49,42.24,15,FREESHIP,Card,230.25,Payment Failed
ORD_002711,CUST_02990,REST_0453,2025-11-15 00:37:59.447894,Delivered,137.14,27.56,15,NEWUSER,Card,109.57999999999998,
ORD_002712,CUST_07576,REST_0048,2025-12-29 09:48:46.447894,Delivered,74.39,4.56,15,SAVE10,Card,69.83,
ORD_002713,CUST_05722,REST_0151,2025-11-04 20:42:48.447894,Delivered,104.56,1.55,15,FREESHIP,Wallet,103.01,
ORD_002714,CUST_07079,REST_0091,2025-11-03 05:55:37.447894,Delivered,308.24,39.89,0,FREESHIP,Wallet,268.35,
ORD_002715,CUST_00340,REST_0133,2025-11-16 22:40:16.447894,Delivered,346.0,15.86,15,SAVE10,Wallet,330.14,
ORD_002716,CUST_02729,REST_0184,2025-11-08 00:37:21.447894,Delivered,393.76,47.26,15,FREESHIP,Card,346.5,
ORD_002717,CUST_01592,REST_0229,2025-11-01 20:11:45.447894,Cancelled,172.26,49.38,15,NEWUSER,Wallet,122.88,Restaurant Busy
ORD_002718,CUST_07844,REST_0422,2025-10-20 13:11:12.447894,Delivered,204.13,40.11,10,FREESHIP,Card,164.01999999999998,
ORD_002719,CUST_05784,REST_0466,2025-12-23 22:45:41.447894,Delivered,404.49,38.12,10,NEWUSER,Cash,366.37,
ORD_002720,CUST_03162,REST_0076,2025-11-17 21:42:00.447894,Cancelled,98.48,35.8,0,NEWUSER,Card,62.68000000000001,Customer Cancelled
ORD_002721,CUST_09501,REST_0085,2025-11-24 21:44:33.447894,Delivered,434.6,9.94,10,FREESHIP,Cash,424.66,
ORD_002722,CUST_08176,REST_0263,2025-12-15 00:22:59.447894,Delivered,162.78,7.69,15,SAVE10,Card,155.09,
ORD_002723,CUST_04630,REST_0401,2025-11-19 21:03:59.447894,Delivered,246.23,20.22,5,FREESHIP,Wallet,226.01,
ORD_002724,CUST_06902,REST_0234,2025-10-19 10:09:41.447894,Delivered,136.71,47.26,0,FREESHIP,Card,89.45000000000002,
ORD_002725,CUST_02298,REST_0265,2025-10-13 01:57:24.447894,Delivered,98.09,1.66,5,SAVE10,Card,96.43,
ORD_002726,CUST_05451,REST_0489,2025-12-24 10:27:06.447894,Delivered,385.11,41.03,15,FREESHIP,Card,344.08000000000004,
ORD_002727,CUST_07291,REST_0216,2025-10-13 13:46:13.447894,Delivered,403.1,20.59,5,,Wallet,382.51000000000005,
ORD_002728,CUST_04945,REST_0459,2025-10-10 00:43:45.447894,Cancelled,182.8,1.62,15,NEWUSER,Card,181.18,Item Unavailable
ORD_002729,CUST_09702,REST_0345,2026-01-04 03:12:32.447894,Delivered,453.77,8.92,15,NEWUSER,Card,444.84999999999997,
ORD_002730,CUST_05319,REST_0174,2025-11-07 01:03:19.447894,Delivered,349.01,49.06,0,NEWUSER,Wallet,299.95,
ORD_002731,CUST_03808,REST_0037,2025-11-07 06:04:45.447894,Delivered,276.1,40.76,5,NEWUSER,Cash,235.34000000000003,
ORD_002732,CUST_00013,REST_0391,2025-11-30 12:59:41.447894,Cancelled,428.85,41.41,5,,Card,387.44000000000005,Customer Cancelled
ORD_002733,CUST_04035,REST_0017,2025-11-22 11:56:14.447894,Delivered,442.53,27.45,5,FREESHIP,Card,415.08,
ORD_002734,CUST_05531,REST_0375,2025-12-08 17:03:23.447894,Delivered,311.73,1.97,10,NEWUSER,Cash,309.76,
ORD_002735,CUST_09773,REST_0297,2025-10-14 06:11:29.447894,Delivered,304.61,40.9,15,NEWUSER,Wallet,263.71000000000004,
ORD_002736,CUST_03434,REST_0320,2026-01-02 01:16:57.447894,Delivered,351.8,23.67,5,SAVE10,Card,328.13,
ORD_002737,CUST_04634,REST_0339,2025-10-15 06:48:51.447894,Delivered,297.52,35.74,10,NEWUSER,Card,261.78,
ORD_002738,CUST_02052,REST_0313,2025-12-22 02:47:17.447894,Delivered,302.21,37.29,10,,Card,264.91999999999996,
ORD_002739,CUST_03877,REST_0469,2025-10-17 02:41:33.447894,Cancelled,311.16,2.02,5,,Card,309.14000000000004,Payment Failed
ORD_002740,CUST_05909,REST_0045,2025-12-03 19:18:41.447894,Cancelled,181.36,11.26,0,SAVE10,Cash,170.10000000000002,Rider Unavailable
ORD_002741,CUST_06131,REST_0073,2025-12-15 20:26:27.447894,Delivered,384.24,41.65,0,,Card,342.59000000000003,
ORD_002742,CUST_06428,REST_0365,2025-10-15 12:11:08.447894,Delivered,198.36,24.57,15,NEWUSER,Wallet,173.79000000000002,
ORD_002743,CUST_01824,REST_0366,2025-12-16 06:29:17.447894,Delivered,334.41,1.59,5,SAVE10,Card,332.82000000000005,
ORD_002744,CUST_03431,REST_0392,2025-11-21 01:42:49.447894,Delivered,371.44,47.96,15,,Wallet,323.48,
ORD_002745,CUST_02741,REST_0366,2025-12-04 11:22:54.447894,Delivered,291.74,30.9,15,FREESHIP,Wallet,260.84000000000003,
ORD_002746,CUST_01789,REST_0109,2025-10-11 13:41:08.447894,Delivered,139.45,19.97,0,,Card,119.47999999999999,
ORD_002747,CUST_01953,REST_0347,2025-10-21 07:36:33.447894,Delivered,301.93,45.04,10,NEWUSER,Card,256.89,
ORD_002748,CUST_09144,REST_0343,2025-11-27 05:50:28.447894,Delivered,414.06,6.6,10,,Card,407.46,
ORD_002749,CUST_03421,REST_0138,2025-10-12 22:46:37.447894,Delivered,67.7,48.73,10,NEWUSER,Wallet,18.970000000000006,
ORD_002750,CUST_03028,REST_0182,2025-11-29 01:49:28.447894,Delivered,339.47,12.99,5,,Cash,326.48,
ORD_002751,CUST_03102,REST_0450,2025-12-05 09:15:16.447894,Cancelled,80.92,28.03,5,,Card,52.89,Rider Unavailable
ORD_002752,CUST_05874,REST_0300,2025-10-12 09:28:21.447894,Delivered,334.42,40.9,0,FREESHIP,Wallet,293.52000000000004,
ORD_002753,CUST_03589,REST_0304,2025-11-15 23:20:35.447894,Delivered,161.08,13.28,10,SAVE10,Cash,147.8,
ORD_002754,CUST_03846,REST_0327,2025-12-27 10:43:23.447894,Delivered,448.64,14.55,5,,Card,434.09,
ORD_002755,CUST_05738,REST_0002,2025-12-28 02:55:35.447894,Cancelled,216.04,29.55,15,NEWUSER,Cash,186.48999999999998,Customer Cancelled
ORD_002756,CUST_09340,REST_0080,2025-12-27 03:58:58.447894,Delivered,210.84,3.69,5,,Wallet,207.15,
ORD_002757,CUST_01418,REST_0118,2025-11-01 13:58:12.447894,Delivered,431.17,37.9,0,FREESHIP,Cash,393.27000000000004,
ORD_002758,CUST_03910,REST_0262,2025-12-18 18:14:17.447894,Delivered,482.68,15.43,5,SAVE10,Card,467.25,
ORD_002759,CUST_04746,REST_0080,2025-12-19 03:52:01.447894,Delivered,43.51,47.82,5,SAVE10,Wallet,-4.310000000000002,
ORD_002760,CUST_02773,REST_0089,2025-12-11 23:13:02.447894,Cancelled,260.64,14.43,15,FREESHIP,Cash,246.20999999999998,Rider Unavailable
ORD_002761,CUST_05176,REST_0045,2025-10-10 06:20:33.447894,Delivered,296.04,47.06,15,NEWUSER,Card,248.98000000000002,
ORD_002762,CUST_06276,REST_0266,2025-11-29 00:59:36.447894,Delivered,465.36,5.67,15,FREESHIP,Wallet,459.69,
ORD_002763,CUST_02250,REST_0244,2025-11-26 07:53:58.447894,Delivered,309.3,20.03,0,FREESHIP,Card,289.27,
ORD_002764,CUST_03859,REST_0393,2025-12-29 00:01:59.447894,Delivered,301.39,32.48,5,SAVE10,Cash,268.90999999999997,
ORD_002765,CUST_01626,REST_0480,2026-01-01 20:53:22.447894,Delivered,377.59,13.07,15,NEWUSER,Card,364.52,
ORD_002766,CUST_02750,REST_0288,2025-11-23 10:38:19.447894,Delivered,401.79,37.33,5,NEWUSER,Card,364.46000000000004,
ORD_002767,CUST_02606,REST_0002,2025-12-18 16:42:46.447894,Delivered,250.25,49.65,5,SAVE10,Card,200.6,
ORD_002768,CUST_01848,REST_0277,2025-10-23 04:51:50.447894,Delivered,105.71,47.11,0,FREESHIP,Cash,58.599999999999994,
ORD_002769,CUST_07208,REST_0496,2025-11-18 01:16:08.447894,Delivered,432.17,48.91,5,NEWUSER,Card,383.26,
ORD_002770,CUST_08771,REST_0387,2025-12-19 15:23:27.447894,In Progress,107.54,2.74,15,NEWUSER,Card,104.80000000000001,
ORD_002771,CUST_01137,REST_0246,2025-10-26 00:02:35.447894,Delivered,490.59,30.25,5,,Card,460.34,
ORD_002772,CUST_03134,REST_0226,2025-12-07 09:40:51.447894,Delivered,200.52,42.95,0,NEWUSER,Wallet,157.57,
ORD_002773,CUST_01158,REST_0349,2025-12-24 16:38:56.447894,In Progress,477.2,43.69,15,FREESHIP,Cash,433.51,
ORD_002774,CUST_07453,REST_0234,2025-10-13 14:50:05.447894,Delivered,359.81,24.36,10,NEWUSER,Card,335.45,
ORD_002775,CUST_09842,REST_0121,2025-11-11 19:12:10.447894,Delivered,436.64,0.58,0,FREESHIP,Wallet,436.06,
ORD_002776,CUST_07276,REST_0468,2025-12-17 19:16:22.447894,Delivered,473.01,38.42,0,,Wallet,434.59,
ORD_002777,CUST_05414,REST_0023,2025-11-19 18:13:54.447894,Delivered,344.65,46.94,0,FREESHIP,Card,297.71,
ORD_002778,CUST_04373,REST_0421,2025-11-24 18:33:37.447894,Delivered,396.75,0.21,0,,Card,396.54,
ORD_002779,CUST_05612,REST_0200,2025-10-25 20:24:12.447894,Delivered,125.46,2.19,5,NEWUSER,Wallet,123.27,
ORD_002780,CUST_01587,REST_0236,2025-11-25 18:47:15.447894,Delivered,209.54,38.69,0,SAVE10,Card,170.85,
ORD_002781,CUST_02324,REST_0036,2025-12-28 21:03:57.447894,Delivered,218.26,38.94,5,NEWUSER,Cash,179.32,
ORD_002782,CUST_00234,REST_0014,2025-11-08 06:42:55.447894,Delivered,110.28,10.53,15,,Wallet,99.75,
ORD_002783,CUST_09458,REST_0471,2025-10-28 23:12:41.447894,Delivered,293.46,35.87,10,,Card,257.59,
ORD_002784,CUST_07917,REST_0475,2025-10-30 12:13:14.447894,Delivered,380.54,44.16,0,FREESHIP,Card,336.38,
ORD_002785,CUST_00032,REST_0015,2025-11-01 11:46:40.447894,Delivered,148.47,12.88,10,FREESHIP,Card,135.59,
ORD_002786,CUST_09564,REST_0245,2025-12-12 09:46:10.447894,Delivered,371.4,22.35,15,SAVE10,Card,349.04999999999995,
ORD_002787,CUST_08952,REST_0291,2025-10-26 07:22:46.447894,Delivered,417.88,24.31,15,FREESHIP,Cash,393.57,
ORD_002788,CUST_03204,REST_0120,2025-12-02 15:40:49.447894,Delivered,37.13,20.72,0,,Card,16.410000000000004,
ORD_002789,CUST_05895,REST_0022,2025-12-29 00:38:33.447894,Delivered,424.78,16.32,10,NEWUSER,Card,408.46,
ORD_002790,CUST_01795,REST_0175,2026-01-01 15:03:22.447894,Delivered,131.92,49.47,15,,Wallet,82.44999999999999,
ORD_002791,CUST_00762,REST_0292,2025-12-19 08:17:24.447894,Delivered,37.96,28.53,10,NEWUSER,Card,9.43,
ORD_002792,CUST_04081,REST_0271,2025-11-23 10:49:31.447894,Delivered,406.68,35.76,5,FREESHIP,Cash,370.92,
ORD_002793,CUST_00282,REST_0121,2025-11-27 04:04:00.447894,Delivered,400.76,5.33,15,FREESHIP,Wallet,395.43,
ORD_002794,CUST_04072,REST_0096,2025-11-05 11:51:23.447894,In Progress,36.54,25.48,15,SAVE10,Card,11.059999999999999,
ORD_002795,CUST_04626,REST_0489,2025-12-08 23:51:36.447894,Delivered,63.66,44.8,0,SAVE10,Wallet,18.86,
ORD_002796,CUST_05979,REST_0466,2025-10-20 03:03:19.447894,Delivered,463.09,35.66,5,FREESHIP,Card,427.42999999999995,
ORD_002797,CUST_09008,REST_0186,2025-12-29 06:05:54.447894,Delivered,455.45,13.99,5,NEWUSER,Card,441.46,
ORD_002798,CUST_04560,REST_0493,2026-01-02 08:23:05.447894,Cancelled,275.45,42.14,10,NEWUSER,Cash,233.31,Payment Failed
ORD_002799,CUST_01471,REST_0415,2025-11-27 15:06:07.447894,Delivered,431.44,2.62,15,,Card,428.82,
ORD_002800,CUST_03288,REST_0169,2025-10-21 21:23:11.447894,Delivered,170.12,49.27,15,SAVE10,Card,120.85,
ORD_002801,CUST_04260,REST_0356,2025-11-27 19:32:50.447894,Delivered,102.74,37.89,0,NEWUSER,Card,64.85,
ORD_002802,CUST_05707,REST_0345,2025-12-31 10:31:55.447894,Cancelled,488.75,47.54,0,,Wallet,441.21,Item Unavailable
ORD_002803,CUST_00511,REST_0237,2025-12-28 04:33:14.447894,Delivered,301.67,42.77,10,SAVE10,Card,258.90000000000003,
ORD_002804,CUST_07962,REST_0330,2026-01-01 04:30:20.447894,Delivered,169.25,38.56,10,,Card,130.69,
ORD_002805,CUST_08747,REST_0232,2025-11-01 04:49:47.447894,In Progress,273.16,22.12,15,SAVE10,Wallet,251.04000000000002,
ORD_002806,CUST_06785,REST_0462,2025-12-26 02:14:45.447894,Delivered,312.54,40.38,0,SAVE10,Wallet,272.16,
ORD_002807,CUST_09499,REST_0496,2025-11-21 18:52:22.447894,Delivered,185.67,3.8,10,NEWUSER,Wallet,181.86999999999998,
ORD_002808,CUST_05494,REST_0026,2025-12-04 10:29:21.447894,Delivered,390.49,11.41,10,,Cash,379.08,
ORD_002809,CUST_00259,REST_0254,2025-11-17 13:14:54.447894,Cancelled,48.77,44.37,15,FREESHIP,Card,4.400000000000006,Restaurant Busy
ORD_002810,CUST_06589,REST_0467,2025-11-06 23:11:23.447894,Delivered,143.47,34.95,10,FREESHIP,Card,108.52,
ORD_002811,CUST_09417,REST_0030,2025-10-09 08:16:26.447894,Delivered,176.7,9.32,5,,Wallet,167.38,
ORD_002812,CUST_01666,REST_0378,2025-12-10 23:15:24.447894,Delivered,370.06,20.78,5,FREESHIP,Card,349.28,
ORD_002813,CUST_09596,REST_0359,2025-11-07 21:25:11.447894,Delivered,404.34,35.67,0,FREESHIP,Card,368.66999999999996,
ORD_002814,CUST_01866,REST_0396,2025-11-10 06:50:05.447894,Delivered,323.78,39.82,10,NEWUSER,Wallet,283.96,
ORD_002815,CUST_00766,REST_0287,2025-12-26 19:26:23.447894,Cancelled,185.83,42.02,0,NEWUSER,Card,143.81,Restaurant Busy
ORD_002816,CUST_08257,REST_0109,2025-10-17 11:13:32.447894,Delivered,152.94,7.4,10,FREESHIP,Card,145.54,
ORD_002817,CUST_03450,REST_0367,2025-12-24 19:25:47.447894,Delivered,216.58,0.34,0,NEWUSER,Card,216.24,
ORD_002818,CUST_02706,REST_0367,2025-12-08 22:59:18.447894,Delivered,236.47,6.72,10,,Card,229.75,
ORD_002819,CUST_05766,REST_0338,2025-12-29 01:20:32.447894,Delivered,309.39,24.61,0,,Card,284.78,
ORD_002820,CUST_04975,REST_0258,2025-10-24 16:53:50.447894,Delivered,348.51,46.09,10,NEWUSER,Wallet,302.41999999999996,
ORD_002821,CUST_00196,REST_0334,2025-12-29 05:24:38.447894,Delivered,207.71,9.69,15,FREESHIP,Card,198.02,
ORD_002822,CUST_01384,REST_0404,2025-12-23 21:21:19.447894,Delivered,86.43,38.57,0,,Card,47.86000000000001,
ORD_002823,CUST_02436,REST_0442,2025-12-25 22:27:23.447894,Delivered,236.55,33.94,0,,Card,202.61,
ORD_002824,CUST_01451,REST_0231,2025-12-19 20:49:08.447894,Delivered,199.94,48.19,10,SAVE10,Wallet,151.75,
ORD_002825,CUST_08415,REST_0148,2025-12-18 20:27:31.447894,Delivered,58.08,14.54,0,FREESHIP,Card,43.54,
ORD_002826,CUST_07925,REST_0034,2026-01-02 11:08:14.447894,Delivered,126.55,34.3,15,,Wallet,92.25,
ORD_002827,CUST_07059,REST_0060,2025-10-18 17:56:54.447894,Delivered,225.04,1.48,15,FREESHIP,Card,223.56,
ORD_002828,CUST_07317,REST_0290,2025-12-21 21:12:47.447894,Delivered,289.97,12.01,15,FREESHIP,Card,277.96000000000004,
ORD_002829,CUST_05629,REST_0165,2025-12-19 00:11:07.447894,Delivered,285.98,31.26,10,SAVE10,Card,254.72000000000003,
ORD_002830,CUST_00442,REST_0195,2025-10-26 09:31:33.447894,Delivered,129.77,48.53,10,FREESHIP,Wallet,81.24000000000001,
ORD_002831,CUST_09630,REST_0483,2025-12-01 12:01:32.447894,In Progress,138.49,19.95,15,,Card,118.54,
ORD_002832,CUST_02368,REST_0127,2025-11-09 19:46:25.447894,Delivered,364.13,33.22,0,NEWUSER,Wallet,330.90999999999997,
ORD_002833,CUST_04866,REST_0225,2025-11-08 14:24:45.447894,Delivered,190.41,3.68,10,FREESHIP,Card,186.73,
ORD_002834,CUST_09075,REST_0275,2025-11-21 05:44:02.447894,Delivered,118.99,0.57,0,NEWUSER,Wallet,118.42,
ORD_002835,CUST_07160,REST_0223,2025-10-21 20:54:33.447894,Delivered,243.01,7.5,15,SAVE10,Wallet,235.51,
ORD_002836,CUST_00451,REST_0052,2025-10-28 13:37:58.447894,Delivered,261.82,29.07,10,,Wallet,232.75,
ORD_002837,CUST_07040,REST_0044,2025-10-09 10:09:14.447894,Delivered,123.69,40.48,5,,Card,83.21000000000001,
ORD_002838,CUST_05199,REST_0086,2025-11-27 07:38:52.447894,Delivered,249.6,18.15,15,SAVE10,Wallet,231.45,
ORD_002839,CUST_08935,REST_0155,2025-12-02 22:54:08.447894,Delivered,381.68,35.02,15,FREESHIP,Wallet,346.66,
ORD_002840,CUST_07287,REST_0038,2025-12-22 13:51:31.447894,Delivered,110.24,23.82,10,FREESHIP,Card,86.41999999999999,
ORD_002841,CUST_09737,REST_0092,2025-10-17 20:28:37.447894,Delivered,198.56,40.91,5,,Cash,157.65,
ORD_002842,CUST_03351,REST_0149,2025-12-08 23:29:30.447894,Delivered,77.63,5.2,0,NEWUSER,Cash,72.42999999999999,
ORD_002843,CUST_02830,REST_0468,2025-10-13 23:07:25.447894,Delivered,131.11,29.2,15,SAVE10,Card,101.91000000000001,
ORD_002844,CUST_02614,REST_0422,2025-12-05 09:57:15.447894,Cancelled,233.14,46.58,5,FREESHIP,Card,186.56,Rider Unavailable
ORD_002845,CUST_01916,REST_0013,2025-12-20 08:33:14.447894,Delivered,487.99,4.43,0,NEWUSER,Card,483.56,
